title,note,url,tags,comment,source_list,status,google_place_id,google_name,google_maps_uri,formatted_address,neighborhood,city,state,country,country_code,postal_code,latitude,longitude,primary_type,google_types,business_status,google_rating,review_count,price_level,match_status
It’s Bagels Soho,,https://www.google.com/maps/place/It%E2%80%99s+Bagels+Soho/data=!4m2!3m1!1s0x487605002a732007:0x6439c4de46a39aa5,,,London,visited,ChIJByBzKgAFdkgRpZqjRt7EOWQ,It’s Bagels Soho,https://maps.google.com/?cid=7222019936412211877&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"8 D'Arblay St, London W1F 8DP, UK",,Greater London,England,United Kingdom,GB,W1F 8DP,51.514722899999995,-0.13599090000000003,bagel_shop,"bagel_shop, brunch_restaurant, coffee_shop, breakfast_restaurant, meal_takeaway, cafe, bakery, food_store, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,556.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Berners Tavern,,https://www.google.com/maps/place/Berners+Tavern/data=!4m2!3m1!1s0x48761b2b657c41e5:0x5593682c9b218977,,,London,visited,ChIJ5UF8ZSsbdkgRd4khmyxok1U,Berners Tavern,https://maps.google.com/?cid=6166386855590857079&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"10 Berners St, London W1T 3NP, UK",,Greater London,England,United Kingdom,GB,W1T 3NP,51.5166544,-0.1361045,british_restaurant,"british_restaurant, fine_dining_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.5,2722.0,,RESOLVED_FROM_URL
OMA,Muy buen restaurante de comida griega. El orzo con oxtail impresionante. Bueno el martini tambien. Se ve que puede tener mejor ambiente el restaurante de abajo.,https://www.google.com/maps/place/OMA/data=!4m2!3m1!1s0x487603999336cae1:0xc90fb04e06d5a838,,,London,visited,ChIJ4co2k5kDdkgROKjVBk6wD8k,OMA,https://maps.google.com/?cid=14487992375442778168&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"3 Bedale St, London SE1 9AL, UK",,Greater London,England,United Kingdom,GB,SE1 9AL,51.505348999999995,-0.090019,restaurant,"restaurant, greek_restaurant, food, point_of_interest, establishment",OPERATIONAL,4.7,2476.0,,RESOLVED_FROM_URL
Bar Levan,Gran wine bar con platillos para paicar. Muy cool el ambiente y muy buena la comida. Tienen dias de oysters y de wine tastings.,https://www.google.com/maps/place/Bar+Levan/data=!4m2!3m1!1s0x4876038f3490fdf3:0x4fae307dc5305a6e,,,London,visited,ChIJ8_2QNI8DdkgRblowxX0wrk8,Bar Levan,https://maps.google.com/?cid=5741579891681286766&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"5, 12-16 Blenheim Grove, London SE15 4QL, UK",,Greater London,England,United Kingdom,GB,SE15 4QL,51.469676299999996,-0.0692753,restaurant,"restaurant, wine_bar, liquor_store, bar, store, food, point_of_interest, establishment",OPERATIONAL,4.5,66.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
SUSHISAMBA London,,https://www.google.com/maps/place/SUSHISAMBA+London/data=!4m2!3m1!1s0x48761cb296f1fb8b:0x105009a373c43f23,,,London,visited,ChIJi_vxlrIcdkgRIz_Ec6MJUBA,SUSHISAMBA London,https://maps.google.com/?cid=1175450100370259747&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Heron Tower, London EC2N 4AY, UK",,Greater London,England,United Kingdom,GB,EC2N 4AY,51.5162529,-0.0809449,restaurant,"restaurant, cocktail_bar, peruvian_restaurant, brazilian_restaurant, sushi_restaurant, lounge_bar, night_club, japanese_restaurant, bar, food, point_of_interest, establishment",OPERATIONAL,4.5,13516.0,,RESOLVED_FROM_URL
Kings Mediterranean,Mejor kebab de london! Esta casi abierto 24/7. El chicken shawarma deli ,https://www.google.com/maps/place/Kings+Mediterranean/data=!4m2!3m1!1s0x48760f8bb499b089:0xc4ad0b0f07dddcdd,,,London,visited,ChIJibCZtIsPdkgR3dzdBw8LrcQ,Kings Mediterranean,https://maps.google.com/?cid=14171995761589214429&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"308 Earls Ct Rd, London SW5 9BA, UK",,Greater London,England,United Kingdom,GB,SW5 9BA,51.4901421,-0.1910202,mediterranean_restaurant,"mediterranean_restaurant, restaurant, point_of_interest, food, establishment",OPERATIONAL,4.2,548.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Wild Tavern,,https://www.google.com/maps/place/Wild+Tavern/data=!4m2!3m1!1s0x487605513eb8165b:0xfd5206ddade44221,,,London,visited,ChIJWxa4PlEFdkgRIULkrd0GUv0,Wild Tavern,https://maps.google.com/?cid=18253659788860998177&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"2 Elystan St, London SW3 3NS, UK",,Greater London,England,United Kingdom,GB,SW3 3NS,51.490718699999995,-0.1658202,mediterranean_restaurant,"mediterranean_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,435.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
The Duke of Edinburgh,,https://www.google.com/maps/place/The+Duke+of+Edinburgh/data=!4m2!3m1!1s0x4876045d27c0a51b:0xb321b3946c7883bc,,,London,visited,ChIJG6XAJ10EdkgRvIN4bJSzIbM,The Duke of Edinburgh,https://maps.google.com/?cid=12907795457076921276&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"204 Ferndale Rd, London SW9 8AG, UK",,Greater London,England,United Kingdom,GB,SW9 8AG,51.463275900000006,-0.11998869999999999,pub,"pub, bar, point_of_interest, establishment",OPERATIONAL,4.2,1676.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Crisp W1,Best pizza ever,https://www.google.com/maps/place/Crisp+W1/data=!4m2!3m1!1s0x4876050052989425:0x3add31d977ed5dab,,,London,visited,ChIJJZSYUgAFdkgRq13td9kx3To,Crisp W1,https://maps.google.com/?cid=4241601234142584235&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"24 N Audley St, London W1K 6WD, UK",,Greater London,England,United Kingdom,GB,W1K 6WD,51.5133863,-0.15382469999999998,pizza_restaurant,"pizza_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.0,515.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
21 Grams fulham,,https://www.google.com/maps/place/21+Grams+fulham/data=!4m2!3m1!1s0x48760f5f21cbd1cd:0xd2efb74081675f78,,,London,visited,ChIJzdHLIV8PdkgReF9ngUC379I,21 Grams fulham,https://maps.google.com/?cid=15199568755075538808&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"65b New Kings Rd, London SW6 4SG, UK",,Greater London,England,United Kingdom,GB,SW6 4SG,51.4759612,-0.19312669999999998,coffee_shop,"coffee_shop, food_store, cafe, food, point_of_interest, store, establishment",OPERATIONAL,4.7,135.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Italo,Muy rico deli en un lugar muy original y con estilo neighborhood. Tienen dos sandwiches que cambian diario y muy buenos. Te atiende un niño de 6 años muy chistoso,https://www.google.com/maps/place/Italo/data=!4m2!3m1!1s0x487604ed9fd2877b:0x4998b1e56982cc49,,,London,visited,ChIJe4fSn-0EdkgRScyCaeWxmEk,Italo,https://maps.google.com/?cid=5303184160104565833&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"13 Bonnington Square, London SW8 1TE, UK",,Greater London,England,United Kingdom,GB,SW8 1TE,51.4844929,-0.12031649999999998,deli,"deli, coffee_shop, cafe, meal_takeaway, sandwich_shop, italian_restaurant, food_store, store, restaurant, point_of_interest, food, establishment",OPERATIONAL,4.5,644.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Wallace Collection,,https://www.google.com/maps/place/The+Wallace+Collection/data=!4m2!3m1!1s0x48761acd7d993b73:0xc11d6276bbfec573,,,London,visited,ChIJczuZfc0adkgRc8X-u3ZiHcE,The Wallace Collection,https://maps.google.com/?cid=13915386685744399731&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Hertford House, Manchester Square, London W1U 3BN, UK",,Greater London,England,United Kingdom,GB,W1U 3BN,51.517323000000005,-0.1530885,art_museum,"art_museum, tourist_attraction, art_gallery, museum, point_of_interest, establishment",OPERATIONAL,4.8,10806.0,,RESOLVED_FROM_URL
"""mu""",,https://www.google.com/maps/place/%22mu%22/data=!4m2!3m1!1s0x48761db487301e21:0x9677392c5f0f06ae,,,London,visited,ChIJIR4wh7QddkgRrgYPXyw5d5Y,"""mu""",https://maps.google.com/?cid=10842197490653922990&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"432-434 Kingsland Rd, London E8 4AA, UK",,Greater London,England,United Kingdom,GB,E8 4AA,51.5421793,-0.0758792,japanese_restaurant,"japanese_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.2,309.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
Canal Restaurant,,https://www.google.com/maps/place/Canal+Restaurant/data=!4m2!3m1!1s0x4876111a366d2413:0xa55b4fe77b056536,,,London,visited,ChIJEyRtNhoRdkgRNmUFe-dPW6U,Canal Restaurant,https://maps.google.com/?cid=11915205094758769974&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"11b Woodfield Rd, London W9 2BA, UK",,Greater London,England,United Kingdom,GB,W9 2BA,51.522539099999996,-0.1998125,restaurant,"restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,248.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
London Cheesemongers,,https://www.google.com/maps/place/London+Cheesemongers/data=!4m2!3m1!1s0x48760515fd1fd291:0x41eee47ab111bdf0,,,London,visited,ChIJkdIf_RUFdkgR8L0RsXrk7kE,London Cheesemongers,https://maps.google.com/?cid=4750985872530324976&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"251 Pavilion Rd, London SW1X 0BP, UK",,Greater London,England,United Kingdom,GB,SW1X 0BP,51.4932988,-0.1586232,food_store,"general_store, wine_bar, food_delivery, liquor_store, bar, food_store, store, food, point_of_interest, establishment",OPERATIONAL,4.3,107.0,,RESOLVED_FROM_URL
The Walmer Castle,,https://www.google.com/maps/place/The+Walmer+Castle/data=!4m2!3m1!1s0x48761002a8bb5b93:0x30d26166d518ff3f,,,London,visited,ChIJk1u7qAIQdkgRP_8Y1WZh0jA,The Walmer Castle,https://maps.google.com/?cid=3517981353219522367&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Walmer Castle, 58 Ledbury Rd, London W11 2AJ, UK",,Greater London,England,United Kingdom,GB,W11 2AJ,51.5151816,-0.199155,pub,"pub, bar, point_of_interest, establishment",OPERATIONAL,4.3,766.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Sol's,Cool wine bar para ir pero solo en date porque se llena y esta chiquito. La comida se ve rica.,https://www.google.com/maps/place/Sol's/data=!4m2!3m1!1s0x487605d83b0741ad:0x747bb114d7bef64,,,London,visited,ChIJrUEHO9gFdkgRZO97TRG7Rwc,Sol's,https://maps.google.com/?cid=524593564600758116&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"25 Leinster Terrace, London W2 3ET, UK",,Greater London,England,United Kingdom,GB,W2 3ET,51.5116927,-0.1832536,wine_bar,"wine_bar, snack_bar, grocery_store, liquor_store, deli, spanish_restaurant, meal_takeaway, food_store, store, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,134.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Colbert,A fran no le gusto pero es spot para comer si es que quieres afyera,https://www.google.com/maps/place/Colbert/data=!4m2!3m1!1s0x487605163ec39119:0xc92aef651ac0cfca,,,London,visited,ChIJGZHDPhYFdkgRys_AGmXvKsk,Colbert,https://maps.google.com/?cid=14495661568164941770&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"50-52 Sloane Square, London SW1W 8AX, UK",,Greater London,England,United Kingdom,GB,SW1W 8AX,51.4927777,-0.1565658,french_restaurant,"french_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.3,2435.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Dozo,Deli el bowl! Take away,https://www.google.com/maps/place/Dozo/data=!4m2!3m1!1s0x48760567ef4d1361:0x4fa2f0d12e3eff33,,,London,visited,ChIJYRNN72cFdkgRM_8-LtHwok8,Dozo,https://maps.google.com/?cid=5738413656438144819&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"68 Old Brompton Rd, South Kensington, London SW7 3LQ, UK",South Kensington,Greater London,England,United Kingdom,GB,SW7 3LQ,51.492896599999995,-0.17689919999999998,japanese_restaurant,"japanese_restaurant, sushi_restaurant, restaurant, point_of_interest, food, establishment",OPERATIONAL,4.1,1345.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Carousel,,https://www.google.com/maps/place/Carousel/data=!4m2!3m1!1s0x48761acc50a4c787:0x7283ba1c4de0551,,,London,visited,ChIJh8ekUMwadkgRUQXexKE7KAc,Carousel,https://maps.google.com/?cid=515727723312579921&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"19-23 Charlotte St., London W1T 1RW, UK",,Greater London,England,United Kingdom,GB,W1T 1RW,51.5185928,-0.1350881,restaurant,"cocktail_bar, event_venue, bar, mexican_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.5,642.0,,RESOLVED_FROM_URL
Granger & Co. Marylebone,,https://www.google.com/maps/place/Granger+%26+Co.+Marylebone/data=!4m2!3m1!1s0x48761b1437c74c55:0x215fa4ed5984bded,,,London,visited,ChIJVUzHNxQbdkgR7b2EWe2kXyE,Granger & Co. Marylebone,https://maps.google.com/?cid=2404822065355210221&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"105 Marylebone High St, London W1U 4RS, UK",,Greater London,England,United Kingdom,GB,W1U 4RS,51.5191151,-0.1518381,australian_restaurant,"australian_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.2,1010.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Granger & Co. Chelsea,,https://www.google.com/maps/place/Granger+%26+Co.+Chelsea/data=!4m2!3m1!1s0x4876053e01c1a39d:0x80619661c1c7d468,,,London,visited,ChIJnaPBAT4FdkgRaNTHwWGWYYA,Granger & Co. Chelsea,https://maps.google.com/?cid=9250840456202802280&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"237-239 Pavilion Rd, London SW1X 0BP, UK",,Greater London,England,United Kingdom,GB,SW1X 0BP,51.4938195,-0.15868469999999998,australian_restaurant,"australian_restaurant, brunch_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.2,2685.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Super Kebab,Buen kebab para acabar la noche en Dalston,https://www.google.com/maps/place/Super+Kebab/data=!4m2!3m1!1s0x48761c8b8cef14b1:0xee5a2dbb29270b4e,,,London,visited,ChIJsRTvjIscdkgRTgsnKbstWu4,Super Kebab,https://maps.google.com/?cid=17175090410803366734&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"54 Stoke Newington Rd, London N16 7XB, UK",,Greater London,England,United Kingdom,GB,N16 7XB,51.5522517,-0.0747611,kebab_shop,"kebab_shop, fast_food_restaurant, halal_restaurant, meal_takeaway, restaurant, point_of_interest, food, establishment",OPERATIONAL,4.5,1261.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Supernova,Muy buenas burgers,https://www.google.com/maps/place/Supernova/data=!4m2!3m1!1s0x487605931f125e57:0x255978e99789e741,,,London,visited,ChIJV14SH5MFdkgRQeeJl-l4WSU,Supernova,https://maps.google.com/?cid=2691315196995692353&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"25 Peter St, London W1F 0AH, UK",,Greater London,England,United Kingdom,GB,W1F 0AH,51.5125764,-0.1343709,hamburger_restaurant,"hamburger_restaurant, american_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.2,2741.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Elder Press Cafe,Lugar deli para cafesito! Quedarse en la terraza y esta wow,https://www.google.com/maps/place/The+Elder+Press+Cafe/data=!4m2!3m1!1s0x48760f355517ca2b:0xb9afd8f1cd6c3a42,,,London,visited,ChIJK8oXVTUPdkgRQjpszfHYr7k,Elder Press Cafe,https://maps.google.com/?cid=13380151550986172994&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"3 S Black Lion Ln, London W6 9TJ, UK",,Greater London,England,United Kingdom,GB,W6 9TJ,51.4901543,-0.24208459999999998,cafe,"cafe, restaurant, point_of_interest, food, establishment",OPERATIONAL,4.7,574.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Falcon,Pub sports bar con terraza muy cool y local,https://www.google.com/maps/place/The+Falcon/data=!4m2!3m1!1s0x487604590de750f7:0x3abd6d43e39fa058,,,London,visited,ChIJ91DnDVkEdkgRWKCf40NtvTo,The Falcon,https://maps.google.com/?cid=4232659363147259992&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"33 Bedford Rd, London SW4 7SQ, UK",,Greater London,England,United Kingdom,GB,SW4 7SQ,51.464321999999996,-0.1290154,pub,"pub, bar, point_of_interest, establishment",OPERATIONAL,4.4,1927.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Cinnamon Bazaar,,https://www.google.com/maps/place/Cinnamon+Bazaar/data=!4m2!3m1!1s0x487604cc0eb02233:0xee4641360219bb94,,,London,visited,ChIJMyKwDswEdkgRlLsZAjZBRu4,Cinnamon Bazaar,https://maps.google.com/?cid=17169482329615874964&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"28 Maiden Ln, London WC2E 7JS, UK",,Greater London,England,United Kingdom,GB,WC2E 7JS,51.510619399999996,-0.123701,indian_restaurant,"indian_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,4457.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Cock and Bottle,,https://www.google.com/maps/place/The+Cock+and+Bottle/data=!4m2!3m1!1s0x4876100285637903:0x253946df7dc7d03,,,London,visited,ChIJA3ljhQIQdkgRA33c922UUwI,The Cock and Bottle,https://maps.google.com/?cid=167640811173608707&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"17 Needham Rd, London W11 2RP, UK",,Greater London,England,United Kingdom,GB,W11 2RP,51.515423,-0.1975556,pub,"pub, beer_garden, sports_bar, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.5,1051.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Marta,Foccaccia di Marta la mejor!!! Con trufa,https://www.google.com/maps/place/Marta/data=!4m2!3m1!1s0x48760548249f3035:0x1ec72698439e51c4,,,London,visited,ChIJNTCfJEgFdkgRxFGeQ5gmxx4,Marta,https://maps.google.com/?cid=2217783776914592196&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"343 Fulham Rd., London SW10 9TW, UK",,Greater London,England,United Kingdom,GB,SW10 9TW,51.4859643,-0.1806941,restaurant,"restaurant, pizza_restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,289.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Lyle's,,https://www.google.com/maps/place/Lyle's/data=!4m2!3m1!1s0x48761cb0cce43ccd:0xda438df0c880096f,,,London,visited,ChIJzTzkzLAcdkgRbwmAyPCNQ9o,Lyle's,https://maps.google.com/?cid=15727570389003405679&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Tea Building, 56 Shoreditch High St, London E1 6JJ, UK",,Greater London,England,United Kingdom,GB,E1 6JJ,51.5237542,-0.0764767,british_restaurant,"british_restaurant, restaurant, food, point_of_interest, establishment",CLOSED_PERMANENTLY,4.5,1279.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
The Waterman’s Arms,"De los mejores restaurantes de Londres. La zona esta increible muy tipo pueblito. Neighbourhood restaurant buenisimo que tiene vista al rio. Vale la pena pedir mesa arriba en la terraza si esta bueno el clima. El pescado esta de otro nivel, se deshace.",https://www.google.com/maps/place/The+Waterman%E2%80%99s+Arms/data=!4m2!3m1!1s0x48760f403f821d2b:0x1c98f23df2d67f51,,,London,visited,ChIJKx2CP0APdkgRUX_W8j3ymBw,The Waterman’s Arms,https://maps.google.com/?cid=2060663177403072337&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"375 Lonsdale Rd, London SW13 9PY, UK",,Greater London,England,United Kingdom,GB,SW13 9PY,51.4736501,-0.25110289999999996,pub,"pub, bar, restaurant, point_of_interest, food, establishment",OPERATIONAL,4.6,772.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
HIMI,Buenisimo sushi en Soho. Vale la pena sentarse en la barra para ver que se antoja y platicar con los cocineros. El temaki de otoro y los camarones wow. Carisisisimo eso si.,https://www.google.com/maps/place/HIMI/data=!4m2!3m1!1s0x48760500222197e7:0xc3c27f904feac7f3,,,London,visited,ChIJ55chIgAFdkgR88fqT5B_wsM,HIMI,https://maps.google.com/?cid=14105977240670619635&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"4 Newburgh St, Carnaby, London W1F 7RF, UK",Carnaby,Greater London,England,United Kingdom,GB,W1F 7RF,51.5135356,-0.13847389999999998,japanese_restaurant,"japanese_restaurant, sushi_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.8,229.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
Mother Vine,Deli pa un vino,https://www.google.com/maps/place/Mother+Vine/data=!4m2!3m1!1s0x48760506927f9be3:0x1a515697459b9934,,,London,visited,ChIJ45t_kgYFdkgRNJmbRZdWURo,Mother Vine,https://maps.google.com/?cid=1896392125807565108&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"255 Pavilion Rd, London SW1X 0BP, UK",,Greater London,England,United Kingdom,GB,SW1X 0BP,51.4932273,-0.1586231,liquor_store,"wine_bar, liquor_store, bar, store, food, point_of_interest, establishment",OPERATIONAL,4.7,61.0,,RESOLVED_FROM_URL
Mildreds Soho,Bueno vegano con salsas ricas y comida asiatica/mexicana y de mundo bien sazonada,https://www.google.com/maps/place/Mildreds+Soho/data=!4m2!3m1!1s0x487604d4925cc9b1:0x1382b06767ef178b,,,London,visited,ChIJsclcktQEdkgRixfvZ2ewghM,Mildreds Soho,https://maps.google.com/?cid=1405879991864858507&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"45 Lexington St, Carnaby, London W1F 9AN, UK",Carnaby,Greater London,England,United Kingdom,GB,W1F 9AN,51.5130279,-0.1364023,vegan_restaurant,"vegan_restaurant, vegetarian_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.7,7932.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Sushi Shop,Mejor takeaway sushi,https://www.google.com/maps/place/Sushi+Shop/data=!4m2!3m1!1s0x48760542a06ff037:0xb61f54d783c33683,,,London,visited,ChIJN_BvoEIFdkgRgzbDg9dUH7Y,Sushi Shop,https://maps.google.com/?cid=13123301123786225283&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"10 Old Brompton Rd, South Kensington, London SW7 3DL, UK",South Kensington,Greater London,England,United Kingdom,GB,SW7 3DL,51.493910299999996,-0.1748263,sushi_restaurant,"sushi_restaurant, asian_restaurant, meal_delivery, food_delivery, fast_food_restaurant, meal_takeaway, japanese_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.2,712.0,,RESOLVED_FROM_URL
Yashin Ocean House,Bueno take away,https://www.google.com/maps/place/Yashin+Ocean+House/data=!4m2!3m1!1s0x48760566e077a957:0xd2fccf934847f156,,,London,visited,ChIJV6l34GYFdkgRVvFHSJPP_NI,Yashin Ocean House,https://maps.google.com/?cid=15203254673575768406&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"117, 119 Old Brompton Rd, South Kensington, London SW7 3RN, UK",South Kensington,Greater London,England,United Kingdom,GB,SW7 3RN,51.491009999999996,-0.18043499999999998,japanese_restaurant,"japanese_restaurant, sushi_restaurant, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.5,943.0,,RESOLVED_FROM_URL
